artist,song,duration (seconds),loudness,beats-per-minute,end-of-fade-in (sec),start_of_fade_out (sec),familiarity,buzz,terms
Jackie Edwards,Ali Baba,179.09506,-6.543,157.177,0.266,172.286,0.50373879,0.359290849,rock steady
Carmen Y Laura,Paloma Consentida,160.60036,-11.536,125.45,0.09,160.6,0.233787991,0,tejano
Jacques Dutronc,L'Aventurier,151.09179,-7.246,98.733,4.528,144.817,0.612953154,0.454541929,chanson
Edmond Leung,Yi Xiao Shi Chong Yin,230.37342,-11.349,137.686,0,222.47,0.43331739,0.349886289,cantonese pop
New York Dolls,Trash (live Paris),210.85995,-12.153,110.056,0,210.86,0.717670525,0.479308459,glam rock
Junior Reid,No Loafting,199.75791,-8.141,165.469,0.276,192.644,0.622940428,0.370962958,roots reggae
Screamin' Jay Hawkins,Talk About Me,150.56934,-11.316,63.263,0,146.187,0.719492291,0.467565441,rock 'n roll
Steve Erquiaga,The 23rd Psalm,220.70812,-21.763,141.706,0,201.874,0.461917431,0.360625671,smooth jazz
The Shirrows,Leave Me Be,130.76853,-7.461,123.491,0.27,124.505,0.044595915,0,freakbeat
Charlie Khan,Cheshire Grin,202.29179,-4.431,140.197,0.177,202.292,0.474712354,0.332088981,cabaret
Mighty Joe Young,Wishy Washy Woman,253.51791,-11.213,119.52,0.369,247.147,0.437616284,0.314268241,chicago blues
Dream Warriors,Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,414.24934,-8.164,106.821,0.288,401.026,0.502389764,0.342652377,jazz rap
Don Gibson,(Prayer Is The Key To Heaven) Faith Unlocks The Door,151.09179,-15.854,81.832,0.177,145.99,0.540750151,0.379651219,country rock
Fall Out Boy,America's Suitehearts,214.33424,-4.469,160.109,0.119,208.538,0.93796475,0.566622888,pop punk
Mau Mau,Finisterre (Live),745.40363,-13.297,107.983,0,671.631,0.439907658,0.311559176,progressive house
Dakis,Tsai Me Lemoni (2005 Digital Remaster),224.07791,-5.554,109.08,0.194,221.298,0.336970428,0,greek
Steven Halpern,Natural Light (Subliminal Self-Help),248.63302,-31.346,134.538,2.049,229.076,0.525475742,0.372393097,meditation
Lari White,The One Who Lives Inside Your Heart,239.90812,-13.805,137.002,3.164,230.801,0.477467037,0.341981736,cabaret
Brenda Lee,If I'M Dreaming just Let Me Dream,173.06077,-11.761,124.291,0.392,165.941,0.669371502,0.566912407,ballad
Roy Rogers,The Hills Of Old Wyomin',185.0771,-18.421,100.451,0.669,175.462,0.510367933,0.405080353,western swing
George Schuller,Distant Cousin,409.0771,-13.132,103.022,3.111,400.945,0.292738053,0.177446304,bebop
IMISKOUBRIA featuring Etsi De,Apoliome Re Giorgi (Feat. Etsi De),245.26322,-5.717,100.003,2.183,239.409,0.37128168,0.302716272,reggae
Miossec,"DA(c)solA(c) Pour La PoussiA""re",225.90649,-7.254,89.013,0.2,211.447,0.551311117,0.357663448,chanson
Opals,Love,136.77669,-9.271,155.611,0.473,124.099,0.074959493,0,chicago soul
Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,Rotate,256.1824,-3.163,201.494,0.078,250.834,0.585680704,0.44062411,gangster rap
Cornell Campbell,Got To Tell The People,184.99873,-15.726,141.257,0.245,174.817,0.587023739,0.383229026,roots reggae
Behemoth,Here And Beyond,206.44526,-4.46,114.929,0.096,203.767,0.84219335,0.550422825,black metal
Dickies,Gigantor,179.59138,-10.223,70.183,0,175.723,0.506307966,0.429547122,peace punk
Faith Hill,Better Days (Album Version),207.80363,-7.132,141.705,0.084,186.805,0.643544997,0.670106173,country
DJ Clue / Fabolous Sport,If They Want It,242.75546,-8.649,193.919,5.515,239.351,0.663995716,0.54000775,gangster rap
Kool Moe Dee,Death Blow,397.5571,-8.74,107.022,0.34,394.356,0.545866609,0.375362434,hip hop
Madonna,4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],277.99465,-3.629,127.999,0.438,268.22,0.915823253,0.655283798,dance pop
Bobaflex,Turn The Heat Up,147.43465,-3.124,93.033,0.496,142.994,0.588781959,0.415408952,rap metal
Behemoth,Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),188.08118,-4.905,139.115,0.067,188.081,0.84219335,0.550422825,black metal
Benga,The Future,277.55057,-8.525,87.468,0,274.146,0.70382389,0.464736061,dubstep
Tha Liks,40 OZ Quartet Part I,108.2771,-6.929,160.267,0.264,102.951,0.536655656,0,los angeles
Teenage Fanclub,I Don't Know,274.70322,-15.838,116.239,0,266.315,0.684894723,0.511526435,power pop
Hins Cheung,Xue Hua Chao,238.21016,-6.339,149.765,0.316,231.665,0.425072222,0.363452131,cantonese pop
4 Skins,Chaos (Live - Bridgehouse Tapes),126.14485,-6.014,90.787,0.374,120.041,0.528653456,0,oi
Anita Kerr,Over The Rainbow,156.52526,-14.355,94.771,0.27,148.753,0.334167652,0.188030095,country gospel
Ten Years After,Year 3_000 Blues (2002 Digital Remaster),145.00526,-10.124,106.145,0.449,136.371,0.683388517,0.46311834,blues-rock
Vangelis,3 + 3,575.58159,-17.058,149.423,0,536.149,0.772873274,0.473700501,progressive rock
Black Eyed Peas,Tell Your Momma Come,196.362,-5.065,204.304,0,191.925,0.845601887,1.005941966,hip hop
Danielle Bollinger,Kiss the Sky,223.52934,-4.518,129.986,0.107,220.967,0.505269396,0,tribal house
Martina McBride,Anything's Better Than Feelin' The Blues,181.86404,-7.914,40.384,0.328,163.358,0.614870934,0.628246419,country
Dora The Explorer,Mary Had A Little Lamb,169.09016,-3.215,141.961,0,167.079,0.514414554,0.413757657,goregrind
Jim Bryson,Fleetwood,276.21832,-7.101,97.431,0.253,262.037,0.519246036,0.427816989,singer-songwriter
Adrenalin O.D.,Anarchy in the UK (Sex Pistols) (Bonus Track),142.65424,-5.235,106.002,0.34,139.471,0.515726299,0.31930004,hardcore punk
Joe Graves & The Diggers,Witchcraft (1997 Digital Remaster),261.32853,-13.435,88.947,0.38,256.139,0.226523067,0,lounge music
Johnny Horton,Go And Wash (Those Dirty Feet),138.86649,-16.059,104.284,0,138.866,0.610427725,0.438168226,country rock
U2,October,142.23628,-14.05,94.838,0,133.596,0.843526543,0.825639111,dance rock
Eddie,Pode Me Chamar,243.17342,-11.996,160.089,3.901,230.876,0.622684167,0.373749549,frevo
Dean Evenson,Gateway,203.93751,-19.454,98.442,0,197.985,0.510259829,0.363050247,meditation
Vincent Bruley,Souffle 2,920.76363,-16.676,134.028,5.416,854.361,0.284220404,0.305849744,fusion
ZO2,Comin' Home,346.51383,-5.802,88.344,0.235,328.771,0.595660905,0.345241137,hard rock
Brent Lamb,One About Heaven,237.16526,-6.177,142.978,0,222.047,0.048852903,0,country gospel
April Wine,Babes In Arms,200.9073,-13.613,127.463,0,200.907,0.656759788,0.4104772,pop rock
Mannheim Steamroller,The Christmas Song,199.83628,-11.949,96.002,0,187.751,0.705205403,0.653512933,instrumental pop
Alex Ubago,20 horas de nada,216.58077,-7.91,121.687,0.154,208.138,0.581475219,0.292662773,latin pop
Arctique,Kyana,468.00934,-8.214,130.004,0,443.466,0.438177936,0.132312763,vocal trance
Eric Burdon,Cum,168.30649,-7.207,149.527,0.444,151.069,0.601069052,0.359185993,blues-rock
MAY=negarm,Ur SjA$?lslig DAPd,264.6722,-3.779,147.91,0,264.672,0.614261764,0.417413024,viking metal
Jean Corti,Madeleine (feat. Thomas Fersen),174.81098,-6.505,86.686,0.096,167.77,0.453912533,0,chanson
Mariah Carey,Honey,301.19138,-7.488,95.929,2.606,288.729,0.934935267,0.787005469,dance pop
James Horner,Rescue And Breakout,203.54567,-16.487,95.543,0.421,193.329,0.679519208,0.491828704,rock
Jacky Cheung,Zhui Zhong,226.37669,-12.175,169.898,9.886,222.726,0.54634647,0.413772173,cantonese pop
Lacy J. Dalton,Silver Bells,186.8273,-16.508,96.616,0.381,174.904,0.481334748,0.369884223,classic country
Cassius Clay,Round 7:  2138,246.96118,-15.02,97.065,0.067,240.344,0.485883206,0.28222148,soft rock
Phil Collins,You Can't Hurry Love (Live),174.23628,-9.79,206.941,0,174.236,0.655921418,0.578301634,soft rock
Jim Reeves,Jingle Bells,108.19873,-13.323,95.264,0.121,104.455,0.624252499,0.462190105,country gospel
Nestor Torres,This Side Of Paradise,280.2673,-8.034,195.995,0.508,271.099,0.485921286,0.353156298,latin jazz
The Baltimore Consort,Howells Delight,240.40444,-17.271,123.784,0.306,232.966,0.425723658,0,early music
Black Flag,Out Of This World,133.25016,-13.77,207.238,0.241,124.024,0.731208047,0.547506775,hardcore punk
Henri Rene And His Orchestra,Petite Fleur (Instrumental) (1996 Digital Remaster),168.54159,-16.797,112.911,0.345,164.583,0.285210316,0,space age pop
Disco D feat. Lola Damone & Helluva,Keys To The Whip (Straight Pimpin' Mix),226.61179,-7.765,152.34,0,226.612,0.518291646,0.375676929,bass music
Professor Longhair,Hey Little Girl (1949),179.93098,-10.333,113.445,0.328,176.64,0.611771113,0.402054897,louisiana blues
Lyrics Born,I Changed My Mind (DJ Spinna Remix),313.15546,-3.528,98.927,0.479,301.54,0.528308349,0.512197243,hip hop
Black Box,Ride On Time (Original Version),272.14322,-9.159,118.834,0.978,260.777,0.611726027,0.361992288,disco
Monika_ Wolfgang,Mutter Erde,178.78159,-5.362,117.674,0.272,165.251,0,0.457072637,ballad
North Mississippi Allstars,2StepN,166.21669,-8.235,124.996,2.252,161.686,0.746213857,0.476955046,blues-rock
Time Factory,Seize the day,244.45342,-9.015,160.017,4.18,231.288,0.411190826,0.28318261,hip house
John Digweed,Warung Beach,405.10649,-5.988,127.995,0,405.106,0.703229577,0.433927838,progressive house
Death Cab for Cutie,You Can Do Better Than Me (Album Version),119.40526,-10.775,101.306,0.183,110.196,0.83125365,0.601427204,dream pop
Neil Diamond,Song Sung Blue,194.40281,-8.351,164.359,2.276,183.948,0.817635146,0.564005986,soft rock
High Strung_ The,Ain't That Something,165.3024,-2.694,120.944,0.131,156.793,0.59994467,0.396800219,post-grunge
Vincent Bruley,"Ombre Et LumiA""re",498.38975,-14.037,150.867,6.473,461.166,0.284220404,0.305849744,fusion
The Meatmen,Bad Reputation (Originally Performed by Thin Lizzy),170.4224,-5.681,130.164,0,160.833,0.514064276,0.395627514,hardcore punk
Four Tet,I've got Vilking in Me,136.202,-17.977,70.296,0.334,120.419,0.791761696,0.474428173,electronic
Gary Morris,That Girl,305.10975,-9.636,130.72,0,287.318,0.442024981,0.286032617,country gospel
Dale Russ / Finn MacGinty,Hornpipes: The First of May / the New Century,169.16853,-7.812,190.605,0.177,159.852,0.034543186,0,lullaby
Marygold,Restcure,204.90404,-3.869,93.908,0.235,201.253,0.504410115,0.316315266,pop rock
Axe,Midnight  (LP Version),211.53914,-7.465,157.614,0.194,205.218,0.615575255,0.435633741,hard rock
Jose Luis Perales,Samaritanas Del Amor,199.94077,-7.392,92.686,0.2,191.077,0.571402429,0.384425906,latin pop
Dave Valentin,Sunshower,277.21098,-12.183,82.763,0.061,257.805,0.498991673,0.325304674,latin jazz
Milk Inc.,Breakin',206.75873,-6.704,130.008,0.131,191.501,0.652801355,0.443098947,dance pop
Evanescence,Good Enough,331.36281,-12.527,91.371,0,318.851,0.920959645,0.705757553,alternative metal
Naseebo Lal,Sahnu bhul ke Maha,436.27057,-12.797,144.076,0.241,432.292,0.363475535,0,italian disco
Joe Derrane_ Frankie Gavin_ Brian McGrath,The Friendly Visit / The Stack of Wheat / The Gypsy Hornpipe,281.39057,-14.094,176.945,0.172,271.058,0.314551133,0,irish folk
Los Iracundos,Adios Pampa Mia,198.50404,-8.972,121.878,0,196.209,0.490193634,0.377472507,latin pop
Jacky Cheung,Fen Shou Zong Yao Zai Yu Tian,287.4771,-13.632,91.999,0.467,272.625,0.54634647,0.413772173,cantonese pop
Casual,Bailando,203.02322,-13.173,92.783,0.41,197.979,0.581793766,0.401997543,hip hop
Truckfighters,Traffic,270.44526,-4.935,148.363,0,263.378,0.596011504,0.350349304,stoner rock
Connie Smith,Just One Time,148.63628,-10.182,121.162,0.411,143.517,0.496794628,0.365260893,country gospel
Mark Lowry,His Love Says (Album),203.28444,-12.228,99.309,0,203.284,0.493926145,0.319626776,ccm
Eugene McDaniels,Headless Heroes (LP Version),213.15873,-10.959,136.492,0.171,198.891,0.484732016,0.332755068,rare groove
Skeletonwitch,Within My Blood,252.08118,-5.131,206.936,0,248.924,0.68955969,0.529039572,speed metal
Petra,More Power To Ya,219.08853,-13.943,131.634,0.38,208.347,0.798158656,0.475393063,ccm
Peggy Lee,Mr. Wonderful,200.6722,-13.269,120.716,0.096,189.521,0.770814367,0.47726039,vocal jazz
Leigh Jones,Same Game,200.51546,-7.076,103.465,0,193.434,0.593119272,0.37300074,neo soul
The Five Stairsteps,Danger! She's A Stranger,165.74649,-8.701,93.847,3.024,155.643,0.543161423,0.290393914,chicago soul
Roberto Torres,Decima Del Tiempo De Antes,276.00934,-7.196,161.345,0,272.637,0.482356043,0.350078579,salsa
G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo,Rider 4 Real,202.10893,-6.176,94.918,0,202.109,0.845373304,0.534429714,rap
Onesidezero,Eight (Album Version),281.12934,-6.765,151.746,0,277.873,0.596642396,0.33810401,post-grunge
Dictafone,Distractions,307.98322,-7.929,101.375,0,297.465,0.516489517,0.132946011,chanson francaise
Jazz Gillum,Boar Hog Blues,170.9971,-15.08,140.144,0.415,165.314,0.362800142,0.282286406,chicago blues
Lexie Mountain Boys,Where We Are From,247.11791,-24.19,80.002,0,221.977,0.494880755,0.159349705,free improvisation
Los AutA(c)nticos Decadentes,El Jorobadito,223.97342,-7.364,88.505,0.194,210.617,0.610330728,0.407821565,cumbia
Lighthouse Family,Ocean Drive,241.8673,-8.03,90.703,2.154,221.594,0.663229688,0.402167048,blue-eyed soul
Freddie King,Five Long Years,263.65342,-11.832,148.627,0.484,255.936,0.609636698,0.382593001,texas blues
EPMD,Check 1_2,196.91057,-7.481,200.265,0,177.296,0.698291624,0.453850265,hip hop
X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty,Thug Love,260.44036,-7.545,130.421,0,253.858,0.624573379,0.43870167,gangster rap
High Strung_ The,Show a Sign of Life,123.8722,-4.399,155.524,0.148,114.556,0.59994467,0.396800219,post-grunge
Socialburn,Everyone (LP Version),241.84118,-5.134,91.231,0.508,227.219,0.634084945,0.380133079,post-grunge
Roger Miller,My Pillow,133.27628,-8.473,37.965,0.136,125.504,0.65129754,0.417870578,honky tonk
Sal Mineo,Start Moving,149.9424,-6.244,161.47,0.258,149.942,0.449070899,0.227135108,brill building pop
T-Bone Walker,Mean Old World Blues,174.96771,-15.852,87.056,0.246,170.864,0.611942956,0.403197978,texas blues
Black Debbath,Ville Eyolf,276.21832,-5.812,84.157,0,262.745,0.48040197,0.392325283,blues
Thomas Battenstein,Macht hoch die TA1/4r,126.74567,-21.056,98.401,0.618,119.856,0.42562724,0,guitar
Hatebreed,Mark My Words (Album Version),111.22893,-5.665,202.65,0,101.889,0.832757431,0.546383748,hardcore punk
Confetti's,C Day (Maxi Club Version),312.45016,-5.671,119.955,0.235,301.929,0.436660213,0.299120015,new beat
Dorothy Norwood,Grace And Mercy Part II,254.24934,-10.111,101.111,2.188,239.566,0.418282514,0.320345629,blues
Small Faces,Itchycoo Park,172.72118,-8.643,123.381,0.322,163.463,0.582238344,0.449052575,rock 'n roll
Vinylbase,Life,361.79546,-3.633,142.972,0.113,355.666,0.427047571,0.154254354,hardstyle
Bobby Hutcherson,Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster),399.51628,-12.321,151.391,0.264,387.199,0.570900104,0.393292711,latin jazz
Gene Autry,Blueberry Hill,155.53261,-15.971,107.718,0,149.072,0.583646435,0.41458957,classic country
Mr. De',Please Belive It,334.54975,-8.536,112.962,1.421,325.045,0.443849187,0.269749925,dirty rap
Patrizia Pace/Waltraud Meier/Frank Lopardo/James Morris/Swedish Radio Choir/Stockholm Chamber Choir/Berliner Philharmoniker/Riccardo Muti,Mass No. 19 in D minor_ 'Requiem' K626: Lacrimosa,212.4273,-20.274,37.42,0.554,204.045,0.028237062,0.226131073,los angeles
Bill & Gloria Gaither,I Walked Today Where Jesus Walked,290.06322,-14.492,152.606,0.377,281.304,0.426882762,0.333303418,country gospel
Panic! At The Disco,I Constantly Thank God For Esteban (Album Version),210.25914,-5.72,167.011,0.125,208.242,0.842368944,0.604655128,pop punk
The Fureys,Con Alma,398.10567,-14.28,120.083,0.392,373.487,0.466331054,0.33274977,irish folk
Nestor Torres,Spanish Grease,201.482,-5.132,122.985,0.717,201.482,0.485921286,0.353156298,latin jazz
Birmingham Jubilee Singers,Queen Street Rag (144826),188.3424,-14.043,108.049,0.52,180.674,0.338370155,0,gospel
Poncho Sanchez,Ju Ju,427.07546,-9.428,213.718,0.136,415.759,0.577228503,0.373552391,latin jazz
John Cale,Song Of The Valley,307.22567,-14.399,134.258,0.45,291.033,0.749317801,0.481655862,experimental rock
Eduardo Fernandez,Estudio,120.89424,-28.547,127.949,0,114.521,0.431966635,0.341714731,classical
Los Cisnes,Orgullo,182.72608,-13.008,101.308,0.258,177.772,0.625067009,0.401098465,delta blues
The Jordanaires,You Gave Me A Mountain,239.35955,-15.315,100.327,0,234.022,0.382308283,0.283562596,country gospel
Ana Popovic,Shadow After Dark,263.83628,-5.212,177.362,0.212,249.115,0.621616922,0.448459768,blues-rock
Les Hou-Lops,FauchA(c),120.08444,-7.03,96.177,0.16,114.469,0.27790004,0.116156134,freakbeat
Defari,Xtra Thump (Featuring Tash from Tha Alkaholiks),178.72934,-5.132,80.891,0.096,178.729,0.596172381,0.35515545,hip hop
Bounty Killer,Cellular Phone,205.29587,-5.758,159.798,0.737,201.584,0.693287839,0.393274491,dancehall
The Rolling Stones,Stop Breaking Down (1994 Digital Remaster),274.18077,-8.899,104.503,2.821,269.932,0.814829656,0.735765693,blues
Dora The Explorer,Limbo Rock,159.29424,-6.014,105.019,0.212,154.825,0.514414554,0.413757657,goregrind
Bill & Gloria Gaither,I Never Shall Forget That Day (Reunion Album Version),235.78077,-9.456,145.907,0.2,226.511,0.426882762,0.333303418,country gospel
Gyptian,What Are You Fighting For,219.76771,-10.837,147.436,0.537,209.548,0.687483205,0.514206403,reggae
Professor Longhair,Bald Head,153.49506,-15.572,156.803,0.305,147.958,0.611771113,0.402054897,louisiana blues
Busdriver,Sun Shower - Cadence Weapon Remix (Cd),316.21179,-7.64,129.993,0,312.784,0.618002715,0.349476327,alternative hip hop
Robert Palmer,Some Guys Have All The Luck,184.34567,-8.105,126.513,0,184.346,0.755566398,0.464186402,blue-eyed soul
Dario Marianelli,Why Did You All Lie to Me?,262.94812,-25.369,162.487,0.555,243.026,0.613464932,0.412115554,symphony
Fastway,Heft*,318.9024,-14.612,134.819,0.12,300.652,0.568897347,0.374986646,heavy metal
Alain Turban,"L'Homme au trapA""ze volant",186.51383,-10.32,116.086,0,178.387,0.411939008,0,chanson
Cut Copy,Cold Youth,289.04444,-2.846,128.006,0,280.874,0.769944259,0.536173552,alternative dance
Teenage Fanclub,It's All In My Mind,221.41342,-7.603,122.002,0.51,210.75,0.684894723,0.511526435,power pop
Maire Brennan,Bi Thus A Mo Shuile (LP Version),113.55383,-19.195,67.76,5.532,102.336,0.576053723,0.385878058,irish folk
2 Minutos,14 Botellas,52.32281,-14.089,103.54,0,52.323,0.591846288,0.37246298,skate punk
Paul Stanley,Move On,191.55546,-7.196,140.172,0,185.905,0.588382122,0.38097955,hard rock
Daryl Hall & John Oates,Only Love,276.6624,-12.086,118.427,0.409,266.269,0.664924362,0.496381146,pop rock
Georges Delerue,"AurA""le et CA(c)line",85.91628,-10.7,130.221,0.166,79.929,0.567800601,0.37352717,smooth jazz
Liam O'Flynn,Romeo's Exile,234.10893,-9.148,122.425,0.293,225.785,0.444205744,0.33014018,irish folk
DJ Spinn,Times Up,193.69751,-12.369,240.5,0.061,188.732,0.515310233,0.260796778,chicago house
The California Cajun Orchestra,Lake Charles Two-Step,172.48608,-12.141,201.578,0.583,163.596,0.302396562,0.267067841,zydeco
Screamin' Jay Hawkins,What's Gonna Happen On the 8th Day,301.13914,-7.401,116.01,0,291.91,0.719492291,0.467565441,rock 'n roll
Floor,Assassin,117.02812,-7.24,156.179,0.258,113.731,0.522423829,0.41759188,stoner metal
Tiny Bradshaw,Well Oh Well,158.82404,-6.627,106.565,0.247,155.678,0.40309526,0.301772342,piano blues
Simon Harris,Sample Track 17,176.97914,-15.759,92.046,0.183,169.152,0.39076084,0.207675838,hip house
